"","gene_names"
"873","ENSMUSG00000047696"
"874","ENSMUSG00000027714"
"875","ENSMUSG00000037325"
"876","ENSMUSG00000037270"
"877","ENSMUSG00000027719"
"878","ENSMUSG00000045031"
"879","ENSMUSG00000027722"
"880","ENSMUSG00000100755"
"881","ENSMUSG00000106621"
"882","ENSMUSG00000037884"
"883","ENSMUSG00000069041"
"884","ENSMUSG00000025757"
"885","ENSMUSG00000025762"
"886","ENSMUSG00000049940"
"887","ENSMUSG00000059834"
"888","ENSMUSG00000025766"
"889","ENSMUSG00000037910"
"890","ENSMUSG00000023087"
"891","ENSMUSG00000037174"
"892","ENSMUSG00000037152"
"893","ENSMUSG00000063273"
"894","ENSMUSG00000061143"
"895","ENSMUSG00000027742"
"896","ENSMUSG00000027746"
"897","ENSMUSG00000027751"
"898","ENSMUSG00000027752"
"899","ENSMUSG00000036615"
"900","ENSMUSG00000027793"
"901","ENSMUSG00000036513"
"902","ENSMUSG00000027805"
"903","ENSMUSG00000027806"
"904","ENSMUSG00000027808"
"905","ENSMUSG00000027810"
"906","ENSMUSG00000075700"
"907","ENSMUSG00000036432"
"908","ENSMUSG00000103668"
"909","ENSMUSG00000027770"
"910","ENSMUSG00000027822"
"911","ENSMUSG00000027823"
"912","ENSMUSG00000074580"
"913","ENSMUSG00000034640"
"914","ENSMUSG00000074579"
"915","ENSMUSG00000027829"
"916","ENSMUSG00000034544"
"917","ENSMUSG00000048416"
"918","ENSMUSG00000027774"
"919","ENSMUSG00000047557"
"920","ENSMUSG00000102677"
"921","ENSMUSG00000102936"
"922","ENSMUSG00000027778"
"923","ENSMUSG00000034349"
"924","ENSMUSG00000034317"
"925","ENSMUSG00000027782"
"926","ENSMUSG00000043300"
"927","ENSMUSG00000027787"
"928","ENSMUSG00000034151"
"929","ENSMUSG00000027835"
"930","ENSMUSG00000091685"
"931","ENSMUSG00000068957"
"932","ENSMUSG00000027804"
"933","ENSMUSG00000027811"
"934","ENSMUSG00000033882"
"935","ENSMUSG00000086273"
"936","ENSMUSG00000027998"
"937","ENSMUSG00000028086"
"938","ENSMUSG00000099995"
"939","ENSMUSG00000028085"
"940","ENSMUSG00000049013"
"941","ENSMUSG00000028081"
"942","ENSMUSG00000103408"
"943","ENSMUSG00000023084"
"944","ENSMUSG00000004897"
"945","ENSMUSG00000019710"
"946","ENSMUSG00000004896"
"947","ENSMUSG00000028069"
"948","ENSMUSG00000028070"
"949","ENSMUSG00000096935"
"950","ENSMUSG00000010538"
"951","ENSMUSG00000001416"
"952","ENSMUSG00000001415"
"953","ENSMUSG00000028066"
"954","ENSMUSG00000028063"
"955","ENSMUSG00000028062"
"956","ENSMUSG00000041355"
"957","ENSMUSG00000028057"
"958","ENSMUSG00000068923"
"959","ENSMUSG00000068922"
"960","ENSMUSG00000068921"
"961","ENSMUSG00000028053"
"962","ENSMUSG00000059743"
"963","ENSMUSG00000028049"
"964","ENSMUSG00000064068"
"965","ENSMUSG00000042747"
"966","ENSMUSG00000042642"
"967","ENSMUSG00000028044"
"968","ENSMUSG00000042572"
"969","ENSMUSG00000027944"
"970","ENSMUSG00000042520"
"971","ENSMUSG00000027942"
"972","ENSMUSG00000090733"
"973","ENSMUSG00000027937"
"974","ENSMUSG00000027938"
"975","ENSMUSG00000027931"
"976","ENSMUSG00000001016"
"977","ENSMUSG00000001018"
"978","ENSMUSG00000001017"
"979","ENSMUSG00000027927"
"980","ENSMUSG00000074435"
"981","ENSMUSG00000028145"
"982","ENSMUSG00000097515"
"983","ENSMUSG00000041912"
"984","ENSMUSG00000028141"
"985","ENSMUSG00000028140"
"986","ENSMUSG00000028139"
"987","ENSMUSG00000028136"
"988","ENSMUSG00000005779"
"989","ENSMUSG00000087660"
"990","ENSMUSG00000005625"
"991","ENSMUSG00000008958"
"992","ENSMUSG00000092607"
"993","ENSMUSG00000053192"
"994","ENSMUSG00000046722"
"995","ENSMUSG00000068860"
"996","ENSMUSG00000015697"
"997","ENSMUSG00000096177"
"998","ENSMUSG00000028109"
"999","ENSMUSG00000038619"
"1000","ENSMUSG00000038612"
"1001","ENSMUSG00000028107"
"1002","ENSMUSG00000028106"
"1003","ENSMUSG00000015748"
"1004","ENSMUSG00000054312"
"1005","ENSMUSG00000080727"
"1006","ENSMUSG00000038495"
"1007","ENSMUSG00000068856"
"1008","ENSMUSG00000015943"
"1009","ENSMUSG00000097539"
"1010","ENSMUSG00000028104"
"1011","ENSMUSG00000038374"
"1012","ENSMUSG00000028102"
"1013","ENSMUSG00000028099"
"1014","ENSMUSG00000028098"
"1015","ENSMUSG00000028096"
"1016","ENSMUSG00000028089"
"1017","ENSMUSG00000038170"
"1018","ENSMUSG00000027879"
"1019","ENSMUSG00000043468"
"1020","ENSMUSG00000027867"
"1021","ENSMUSG00000044468"
"1022","ENSMUSG00000008763"
"1023","ENSMUSG00000027855"
"1024","ENSMUSG00000027854"
"1025","ENSMUSG00000068823"
"1026","ENSMUSG00000027852"
"1027","ENSMUSG00000005687"
"1028","ENSMUSG00000033014"
"1029","ENSMUSG00000032952"
"1030","ENSMUSG00000044098"
"1031","ENSMUSG00000058388"
"1032","ENSMUSG00000070372"
"1033","ENSMUSG00000045576"
"1034","ENSMUSG00000027905"
"1035","ENSMUSG00000000563"
"1036","ENSMUSG00000000561"
"1037","ENSMUSG00000010136"
"1038","ENSMUSG00000056260"
"1039","ENSMUSG00000087260"
"1040","ENSMUSG00000048109"
"1041","ENSMUSG00000055891"
"1042","ENSMUSG00000027893"
"1043","ENSMUSG00000040600"
"1044","ENSMUSG00000004032"
"1045","ENSMUSG00000000001"
"1046","ENSMUSG00000068749"
"1047","ENSMUSG00000068739"
"1048","ENSMUSG00000040412"
"1049","ENSMUSG00000027886"
"1050","ENSMUSG00000027884"
"1051","ENSMUSG00000027883"
"1052","ENSMUSG00000027881"
"1053","ENSMUSG00000045662"
"1054","ENSMUSG00000027880"
"1055","ENSMUSG00000027981"
"1056","ENSMUSG00000054426"
"1057","ENSMUSG00000033554"
"1058","ENSMUSG00000027963"
"1059","ENSMUSG00000000339"
"1060","ENSMUSG00000033439"
"1061","ENSMUSG00000027959"
"1062","ENSMUSG00000089911"
"1063","ENSMUSG00000027957"
"1064","ENSMUSG00000106037"
"1065","ENSMUSG00000028134"
"1066","ENSMUSG00000039831"
"1067","ENSMUSG00000028124"
"1068","ENSMUSG00000039756"
"1069","ENSMUSG00000106583"
"1070","ENSMUSG00000054091"
"1071","ENSMUSG00000027973"
"1072","ENSMUSG00000039174"
"1073","ENSMUSG00000027971"
"1074","ENSMUSG00000027968"
"1075","ENSMUSG00000074238"
"1076","ENSMUSG00000050549"
"1077","ENSMUSG00000028010"
"1078","ENSMUSG00000027999"
"1079","ENSMUSG00000041084"
"1080","ENSMUSG00000062006"
"1081","ENSMUSG00000106086"
"1082","ENSMUSG00000027985"
"1083","ENSMUSG00000028029"
"1084","ENSMUSG00000028016"
"1085","ENSMUSG00000028013"
"1086","ENSMUSG00000045328"
"1087","ENSMUSG00000050150"
"1088","ENSMUSG00000028165"
"1089","ENSMUSG00000105449"
"1090","ENSMUSG00000097032"
"1091","ENSMUSG00000078578"
"1092","ENSMUSG00000053897"
"1093","ENSMUSG00000106306"
"1094","ENSMUSG00000028161"
"1095","ENSMUSG00000046818"
"1096","ENSMUSG00000105676"
"1097","ENSMUSG00000037894"
"1098","ENSMUSG00000074212"
"1099","ENSMUSG00000028159"
"1100","ENSMUSG00000028158"
"1101","ENSMUSG00000004127"
"1102","ENSMUSG00000037797"
"1103","ENSMUSG00000005813"
"1104","ENSMUSG00000028156"
"1105","ENSMUSG00000028152"
"1106","ENSMUSG00000047940"
"1107","ENSMUSG00000047674"
"1108","ENSMUSG00000028271"
"1109","ENSMUSG00000004591"
"1110","ENSMUSG00000037072"
"1111","ENSMUSG00000037062"
"1112","ENSMUSG00000028256"
"1113","ENSMUSG00000074182"
"1114","ENSMUSG00000036873"
"1115","ENSMUSG00000043020"
"1116","ENSMUSG00000036825"
"1117","ENSMUSG00000028188"
"1118","ENSMUSG00000068523"
"1119","ENSMUSG00000028187"
"1120","ENSMUSG00000028184"
"1121","ENSMUSG00000106157"
"1122","ENSMUSG00000039131"
"1123","ENSMUSG00000028035"
"1124","ENSMUSG00000028034"
"1125","ENSMUSG00000039047"
"1126","ENSMUSG00000028182"
"1127","ENSMUSG00000085084"
"1128","ENSMUSG00000105834"
"1129","ENSMUSG00000028180"
"1130","ENSMUSG00000039988"
"1131","ENSMUSG00000055436"
"1132","ENSMUSG00000105201"
"1133","ENSMUSG00000085180"
"1134","ENSMUSG00000028234"
"1135","ENSMUSG00000042198"
"1136","ENSMUSG00000045573"
"1137","ENSMUSG00000066324"
"1138","ENSMUSG00000028249"
"1139","ENSMUSG00000047187"
"1140","ENSMUSG00000059482"
"1141","ENSMUSG00000049969"
"1142","ENSMUSG00000028212"
"1143","ENSMUSG00000078773"
"1144","ENSMUSG00000049488"
"1145","ENSMUSG00000028218"
"1146","ENSMUSG00000055963"
"1147","ENSMUSG00000086587"
"1148","ENSMUSG00000028224"
"1149","ENSMUSG00000041153"
"1150","ENSMUSG00000028252"
"1151","ENSMUSG00000028248"
"1152","ENSMUSG00000028247"
"1153","ENSMUSG00000040387"
"1154","ENSMUSG00000028259"
"1155","ENSMUSG00000040359"
"1156","ENSMUSG00000028282"
"1157","ENSMUSG00000058006"
"1158","ENSMUSG00000045854"
"1159","ENSMUSG00000085037"
"1160","ENSMUSG00000028277"
"1161","ENSMUSG00000040128"
"1162","ENSMUSG00000028291"
"1163","ENSMUSG00000040044"
"1164","ENSMUSG00000028292"
"1165","ENSMUSG00000028294"
"1166","ENSMUSG00000028295"
"1167","ENSMUSG00000028287"
"1168","ENSMUSG00000036822"
"1169","ENSMUSG00000071014"
"1170","ENSMUSG00000028411"
"1171","ENSMUSG00000097123"
"1172","ENSMUSG00000028410"
"1173","ENSMUSG00000028409"
"1174","ENSMUSG00000028416"
"1175","ENSMUSG00000028419"
"1176","ENSMUSG00000036241"
"1177","ENSMUSG00000028433"
"1178","ENSMUSG00000028436"
"1179","ENSMUSG00000028437"
"1180","ENSMUSG00000046312"
"1181","ENSMUSG00000028441"
"1182","ENSMUSG00000028439"
"1183","ENSMUSG00000061322"
"1184","ENSMUSG00000073889"
"1185","ENSMUSG00000036114"
"1186","ENSMUSG00000028447"
"1187","ENSMUSG00000036078"
"1188","ENSMUSG00000073888"
"1189","ENSMUSG00000078747"
"1190","ENSMUSG00000028452"
"1191","ENSMUSG00000028453"
"1192","ENSMUSG00000028454"
"1193","ENSMUSG00000028457"
"1194","ENSMUSG00000028458"
"1195","ENSMUSG00000028461"
"1196","ENSMUSG00000028465"
"1197","ENSMUSG00000028466"
"1198","ENSMUSG00000028467"
"1199","ENSMUSG00000066196"
"1200","ENSMUSG00000028478"
"1201","ENSMUSG00000035696"
"1202","ENSMUSG00000086211"
"1203","ENSMUSG00000035649"
"1204","ENSMUSG00000049657"
"1205","ENSMUSG00000028318"
"1206","ENSMUSG00000078713"
"1207","ENSMUSG00000035601"
"1208","ENSMUSG00000028322"
"1209","ENSMUSG00000035572"
"1210","ENSMUSG00000035539"
"1211","ENSMUSG00000035517"
"1212","ENSMUSG00000028330"
"1213","ENSMUSG00000028329"
"1214","ENSMUSG00000028331"
"1215","ENSMUSG00000028333"
"1216","ENSMUSG00000053317"
"1217","ENSMUSG00000061455"
"1218","ENSMUSG00000028343"
"1219","ENSMUSG00000028345"
"1220","ENSMUSG00000044018"
"1221","ENSMUSG00000039634"
"1222","ENSMUSG00000028309"
"1223","ENSMUSG00000028310"
"1224","ENSMUSG00000028312"
"1225","ENSMUSG00000028314"
"1226","ENSMUSG00000086947"
"1227","ENSMUSG00000054752"
"1228","ENSMUSG00000028414"
"1229","ENSMUSG00000028420"
"1230","ENSMUSG00000028426"
"1231","ENSMUSG00000070980"
"1232","ENSMUSG00000070979"
"1233","ENSMUSG00000038827"
"1234","ENSMUSG00000038709"
"1235","ENSMUSG00000028382"
"1236","ENSMUSG00000028383"
"1237","ENSMUSG00000066150"
"1238","ENSMUSG00000066149"
"1239","ENSMUSG00000028391"
"1240","ENSMUSG00000028392"
"1241","ENSMUSG00000028394"
"1242","ENSMUSG00000086953"
"1243","ENSMUSG00000039105"
"1244","ENSMUSG00000058935"
"1245","ENSMUSG00000039298"
"1246","ENSMUSG00000028398"
"1247","ENSMUSG00000038172"
"1248","ENSMUSG00000028483"
"1249","ENSMUSG00000028484"
"1250","ENSMUSG00000052407"
"1251","ENSMUSG00000038070"
"1252","ENSMUSG00000070934"
"1253","ENSMUSG00000038024"
"1254","ENSMUSG00000028495"
"1255","ENSMUSG00000070923"
"1256","ENSMUSG00000100863"
"1257","ENSMUSG00000054000"
"1258","ENSMUSG00000028578"
"1259","ENSMUSG00000028577"
"1260","ENSMUSG00000028576"
"1261","ENSMUSG00000052684"
"1262","ENSMUSG00000028572"
"1263","ENSMUSG00000028563"
"1264","ENSMUSG00000028560"
"1265","ENSMUSG00000028556"
"1266","ENSMUSG00000028550"
"1267","ENSMUSG00000028549"
"1268","ENSMUSG00000073791"
"1269","ENSMUSG00000069733"
"1270","ENSMUSG00000035126"
"1271","ENSMUSG00000028522"
"1272","ENSMUSG00000029656"
"1273","ENSMUSG00000025413"
"1274","ENSMUSG00000028622"
"1275","ENSMUSG00000028619"
"1276","ENSMUSG00000028618"
"1277","ENSMUSG00000028617"
"1278","ENSMUSG00000063172"
"1279","ENSMUSG00000057375"
"1280","ENSMUSG00000028610"
"1281","ENSMUSG00000028609"
"1282","ENSMUSG00000028608"
"1283","ENSMUSG00000028607"
"1284","ENSMUSG00000034610"
"1285","ENSMUSG00000063800"
"1286","ENSMUSG00000028582"
"1287","ENSMUSG00000028568"
"1288","ENSMUSG00000028567"
"1289","ENSMUSG00000073775"
"1290","ENSMUSG00000053510"
"1291","ENSMUSG00000028559"
"1292","ENSMUSG00000028552"
"1293","ENSMUSG00000028557"
"1294","ENSMUSG00000028551"
"1295","ENSMUSG00000010517"
"1296","ENSMUSG00000061298"
"1297","ENSMUSG00000034401"
"1298","ENSMUSG00000028719"
"1299","ENSMUSG00000034210"
"1300","ENSMUSG00000028710"
"1301","ENSMUSG00000028708"
"1302","ENSMUSG00000034171"
"1303","ENSMUSG00000063882"
"1304","ENSMUSG00000028703"
"1305","ENSMUSG00000028700"
"1306","ENSMUSG00000078593"
"1307","ENSMUSG00000028698"
"1308","ENSMUSG00000003810"
"1309","ENSMUSG00000028696"
"1310","ENSMUSG00000034042"
"1311","ENSMUSG00000028693"
"1312","ENSMUSG00000028692"
"1313","ENSMUSG00000028691"
"1314","ENSMUSG00000028690"
"1315","ENSMUSG00000028689"
"1316","ENSMUSG00000028688"
"1317","ENSMUSG00000028684"
"1318","ENSMUSG00000028683"
"1319","ENSMUSG00000047675"
"1320","ENSMUSG00000028678"
"1321","ENSMUSG00000048772"
"1322","ENSMUSG00000028677"
"1323","ENSMUSG00000033423"
"1324","ENSMUSG00000009640"
"1325","ENSMUSG00000085278"
"1326","ENSMUSG00000033379"
"1327","ENSMUSG00000033365"
"1328","ENSMUSG00000006392"
"1329","ENSMUSG00000006398"
"1330","ENSMUSG00000028730"
"1331","ENSMUSG00000028729"
"1332","ENSMUSG00000028643"
"1333","ENSMUSG00000078584"
"1334","ENSMUSG00000028639"
"1335","ENSMUSG00000060288"
"1336","ENSMUSG00000028637"
"1337","ENSMUSG00000070806"
"1338","ENSMUSG00000000085"
"1339","ENSMUSG00000032897"
"1340","ENSMUSG00000032870"
"1341","ENSMUSG00000078577"
"1342","ENSMUSG00000023263"
"1343","ENSMUSG00000028651"
"1344","ENSMUSG00000028648"
"1345","ENSMUSG00000023075"
"1346","ENSMUSG00000028647"
"1347","ENSMUSG00000028646"
"1348","ENSMUSG00000028907"
"1349","ENSMUSG00000028902"
"1350","ENSMUSG00000028890"
"1351","ENSMUSG00000078570"
"1352","ENSMUSG00000028889"
"1353","ENSMUSG00000028873"
"1354","ENSMUSG00000028869"
"1355","ENSMUSG00000042707"
"1356","ENSMUSG00000050213"
"1357","ENSMUSG00000028863"
"1358","ENSMUSG00000028861"
"1359","ENSMUSG00000042616"
"1360","ENSMUSG00000050188"
"1361","ENSMUSG00000043962"
"1362","ENSMUSG00000028847"
"1363","ENSMUSG00000028845"
"1364","ENSMUSG00000042500"
"1365","ENSMUSG00000028837"
"1366","ENSMUSG00000028830"
"1367","ENSMUSG00000042446"
"1368","ENSMUSG00000028820"
"1369","ENSMUSG00000070737"
"1370","ENSMUSG00000042380"
"1371","ENSMUSG00000028813"
"1372","ENSMUSG00000048686"
"1373","ENSMUSG00000028789"
"1374","ENSMUSG00000028792"
"1375","ENSMUSG00000085085"
"1376","ENSMUSG00000028793"
"1377","ENSMUSG00000040928"
"1378","ENSMUSG00000028811"
"1379","ENSMUSG00000057236"
"1380","ENSMUSG00000057572"
"1381","ENSMUSG00000040859"
"1382","ENSMUSG00000078554"
"1383","ENSMUSG00000028800"
"1384","ENSMUSG00000028798"
"1385","ENSMUSG00000028797"
"1386","ENSMUSG00000040795"
"1387","ENSMUSG00000003731"
"1388","ENSMUSG00000053730"
"1389","ENSMUSG00000028790"
"1390","ENSMUSG00000028788"
"1391","ENSMUSG00000028779"
"1392","ENSMUSG00000028772"
"1393","ENSMUSG00000074088"
"1394","ENSMUSG00000028580"
"1395","ENSMUSG00000028911"
"1396","ENSMUSG00000040025"
"1397","ENSMUSG00000028899"
"1398","ENSMUSG00000089687"
"1399","ENSMUSG00000028898"
"1400","ENSMUSG00000028896"
"1401","ENSMUSG00000085241"
"1402","ENSMUSG00000054428"
"1403","ENSMUSG00000054405"
"1404","ENSMUSG00000037752"
"1405","ENSMUSG00000028884"
"1406","ENSMUSG00000028882"
"1407","ENSMUSG00000028879"
"1408","ENSMUSG00000028878"
"1409","ENSMUSG00000037692"
"1410","ENSMUSG00000028857"
"1411","ENSMUSG00000037622"
"1412","ENSMUSG00000046694"
"1413","ENSMUSG00000028851"
"1414","ENSMUSG00000028848"
"1415","ENSMUSG00000007880"
"1416","ENSMUSG00000003038"
"1417","ENSMUSG00000012117"
"1418","ENSMUSG00000012126"
"1419","ENSMUSG00000028843"
"1420","ENSMUSG00000037443"
"1421","ENSMUSG00000028840"
"1422","ENSMUSG00000050890"
"1423","ENSMUSG00000037366"
"1424","ENSMUSG00000028832"
"1425","ENSMUSG00000046671"
"1426","ENSMUSG00000028826"
"1427","ENSMUSG00000037266"
"1428","ENSMUSG00000028821"
"1429","ENSMUSG00000037242"
"1430","ENSMUSG00000028809"
"1431","ENSMUSG00000086788"
"1432","ENSMUSG00000028676"
"1433","ENSMUSG00000028675"
"1434","ENSMUSG00000028673"
"1435","ENSMUSG00000028669"
"1436","ENSMUSG00000028668"
"1437","ENSMUSG00000059291"
"1438","ENSMUSG00000066037"
"1439","ENSMUSG00000036940"
"1440","ENSMUSG00000085542"
"1441","ENSMUSG00000006699"
"1442","ENSMUSG00000041399"
"1443","ENSMUSG00000043411"
"1444","ENSMUSG00000028760"
"1445","ENSMUSG00000028757"
"1446","ENSMUSG00000028756"
"1447","ENSMUSG00000041241"
"1448","ENSMUSG00000046447"
"1449","ENSMUSG00000043621"
"1450","ENSMUSG00000028750"
"1451","ENSMUSG00000041161"
"1452","ENSMUSG00000050608"
"1453","ENSMUSG00000028745"
"1454","ENSMUSG00000028743"
"1455","ENSMUSG00000028741"
"1456","ENSMUSG00000066036"
"1457","ENSMUSG00000040945"
"1458","ENSMUSG00000009863"
"1459","ENSMUSG00000028923"
"1460","ENSMUSG00000006215"
"1461","ENSMUSG00000040761"
"1462","ENSMUSG00000073731"
"1463","ENSMUSG00000028917"
"1464","ENSMUSG00000051435"
"1465","ENSMUSG00000057637"
"1466","ENSMUSG00000046862"
"1467","ENSMUSG00000085525"
"1468","ENSMUSG00000070605"
"1469","ENSMUSG00000029022"
"1470","ENSMUSG00000029020"
"1471","ENSMUSG00000044496"
"1472","ENSMUSG00000029009"
"1473","ENSMUSG00000029007"
"1474","ENSMUSG00000029003"
"1475","ENSMUSG00000055401"
"1476","ENSMUSG00000029001"
"1477","ENSMUSG00000028991"
"1478","ENSMUSG00000017264"
"1479","ENSMUSG00000041459"
"1480","ENSMUSG00000028977"
"1481","ENSMUSG00000028975"
"1482","ENSMUSG00000073705"
"1483","ENSMUSG00000028960"
"1484","ENSMUSG00000028992"
"1485","ENSMUSG00000028990"
"1486","ENSMUSG00000028982"
"1487","ENSMUSG00000028976"
"1488","ENSMUSG00000063524"
"1489","ENSMUSG00000039852"
"1490","ENSMUSG00000028964"
"1491","ENSMUSG00000014592"
"1492","ENSMUSG00000028955"
"1493","ENSMUSG00000085593"
"1494","ENSMUSG00000039768"
"1495","ENSMUSG00000047777"
"1496","ENSMUSG00000028952"
"1497","ENSMUSG00000028937"
"1498","ENSMUSG00000039662"
"1499","ENSMUSG00000028936"
"1500","ENSMUSG00000086272"
"1501","ENSMUSG00000047613"
"1502","ENSMUSG00000039523"
"1503","ENSMUSG00000029028"
"1504","ENSMUSG00000029029"
"1505","ENSMUSG00000029030"
"1506","ENSMUSG00000051276"
"1507","ENSMUSG00000029048"
"1508","ENSMUSG00000029049"
"1509","ENSMUSG00000078490"
"1510","ENSMUSG00000029064"
"1511","ENSMUSG00000029063"
"1512","ENSMUSG00000029062"
"1513","ENSMUSG00000029060"
"1514","ENSMUSG00000029038"
"1515","ENSMUSG00000029066"
"1516","ENSMUSG00000029068"
"1517","ENSMUSG00000065990"
"1518","ENSMUSG00000029070"
"1519","ENSMUSG00000029071"
"1520","ENSMUSG00000029073"
"1521","ENSMUSG00000029034"
"1522","ENSMUSG00000051557"
"1523","ENSMUSG00000023286"
"1524","ENSMUSG00000029076"
"1525","ENSMUSG00000078485"
"1526","ENSMUSG00000058503"
"1527","ENSMUSG00000040302"
"1528","ENSMUSG00000007415"
"1529","ENSMUSG00000014529"
"1530","ENSMUSG00000000600"
"1531","ENSMUSG00000079666"
"1532","ENSMUSG00000040473"
"1533","ENSMUSG00000040514"
"1534","ENSMUSG00000002297"
"1535","ENSMUSG00000094025"
"1536","ENSMUSG00000095918"
"1537","ENSMUSG00000095829"
"1538","ENSMUSG00000105688"
"1539","ENSMUSG00000067848"
"1540","ENSMUSG00000104638"
"1541","ENSMUSG00000097626"
"1542","ENSMUSG00000040003"
"1543","ENSMUSG00000045435"
"1544","ENSMUSG00000039968"
"1545","ENSMUSG00000101013"
"1546","ENSMUSG00000064280"
"1547","ENSMUSG00000044968"
"1548","ENSMUSG00000029017"
"1549","ENSMUSG00000029014"
"1550","ENSMUSG00000028932"
"1551","ENSMUSG00000029012"
"1552","ENSMUSG00000097207"
"1553","ENSMUSG00000073147"
"1554","ENSMUSG00000029004"
"1555","ENSMUSG00000062604"
"1556","ENSMUSG00000028998"
"1557","ENSMUSG00000028995"
"1558","ENSMUSG00000028986"
"1559","ENSMUSG00000048439"
"1560","ENSMUSG00000028973"
"1561","ENSMUSG00000028959"
"1562","ENSMUSG00000028953"
"1563","ENSMUSG00000028954"
"1564","ENSMUSG00000028945"
"1565","ENSMUSG00000028944"
"1566","ENSMUSG00000043833"
"1567","ENSMUSG00000028938"
"1568","ENSMUSG00000101856"
"1569","ENSMUSG00000029130"
"1570","ENSMUSG00000010721"
"1571","ENSMUSG00000097561"
"1572","ENSMUSG00000001569"
"1573","ENSMUSG00000039000"
"1574","ENSMUSG00000029131"
"1575","ENSMUSG00000025745"
"1576","ENSMUSG00000059447"
"1577","ENSMUSG00000075703"
"1578","ENSMUSG00000073102"
"1579","ENSMUSG00000029182"
"1580","ENSMUSG00000029175"
"1581","ENSMUSG00000029166"
"1582","ENSMUSG00000038828"
"1583","ENSMUSG00000029165"
"1584","ENSMUSG00000038803"
"1585","ENSMUSG00000045302"
"1586","ENSMUSG00000013622"
"1587","ENSMUSG00000029151"
"1588","ENSMUSG00000053856"
"1589","ENSMUSG00000029145"
"1590","ENSMUSG00000029146"
"1591","ENSMUSG00000029147"
"1592","ENSMUSG00000029148"
"1593","ENSMUSG00000038564"
"1594","ENSMUSG00000064037"
"1595","ENSMUSG00000029141"
"1596","ENSMUSG00000105617"
"1597","ENSMUSG00000029136"
"1598","ENSMUSG00000052139"
"1599","ENSMUSG00000014956"
"1600","ENSMUSG00000023452"
"1601","ENSMUSG00000018965"
"1602","ENSMUSG00000037373"
"1603","ENSMUSG00000079562"
"1604","ENSMUSG00000037355"
"1605","ENSMUSG00000037339"
"1606","ENSMUSG00000097271"
"1607","ENSMUSG00000004642"
"1608","ENSMUSG00000019295"
"1609","ENSMUSG00000037313"
"1610","ENSMUSG00000005299"
"1611","ENSMUSG00000057406"
"1612","ENSMUSG00000029111"
"1613","ENSMUSG00000070858"
"1614","ENSMUSG00000079555"
"1615","ENSMUSG00000037235"
"1616","ENSMUSG00000029110"
"1617","ENSMUSG00000037210"
"1618","ENSMUSG00000036693"
"1619","ENSMUSG00000052783"
"1620","ENSMUSG00000029101"
"1621","ENSMUSG00000029103"
"1622","ENSMUSG00000067438"
"1623","ENSMUSG00000029098"
"1624","ENSMUSG00000029198"
"1625","ENSMUSG00000050677"
"1626","ENSMUSG00000060708"
"1627","ENSMUSG00000055302"
"1628","ENSMUSG00000029119"
"1629","ENSMUSG00000029125"
"1630","ENSMUSG00000029126"
"1631","ENSMUSG00000067367"
"1632","ENSMUSG00000067365"
"1633","ENSMUSG00000029128"
"1634","ENSMUSG00000061755"
"1635","ENSMUSG00000039782"
"1636","ENSMUSG00000039753"
"1637","ENSMUSG00000015806"
"1638","ENSMUSG00000039682"
"1639","ENSMUSG00000015804"
"1640","ENSMUSG00000015880"
"1641","ENSMUSG00000015882"
"1642","ENSMUSG00000105459"
"1643","ENSMUSG00000029089"
"1644","ENSMUSG00000029169"
"1645","ENSMUSG00000029186"
"1646","ENSMUSG00000029176"
"1647","ENSMUSG00000061461"
"1648","ENSMUSG00000106013"
"1649","ENSMUSG00000029174"
"1650","ENSMUSG00000029191"
"1651","ENSMUSG00000047215"
"1652","ENSMUSG00000029199"
"1653","ENSMUSG00000037822"
"1654","ENSMUSG00000029203"
"1655","ENSMUSG00000029206"
"1656","ENSMUSG00000029223"
"1657","ENSMUSG00000037720"
"1658","ENSMUSG00000029221"
"1659","ENSMUSG00000029209"
"1660","ENSMUSG00000049387"
"1661","ENSMUSG00000029213"
"1662","ENSMUSG00000036087"
"1663","ENSMUSG00000029152"
"1664","ENSMUSG00000029156"
"1665","ENSMUSG00000029155"
"1666","ENSMUSG00000086234"
"1667","ENSMUSG00000029227"
"1668","ENSMUSG00000029229"
"1669","ENSMUSG00000029234"
"1670","ENSMUSG00000029235"
"1671","ENSMUSG00000036377"
"1672","ENSMUSG00000029247"
"1673","ENSMUSG00000036323"
"1674","ENSMUSG00000029248"
"1675","ENSMUSG00000053030"
"1676","ENSMUSG00000029249"
"1677","ENSMUSG00000029250"
"1678","ENSMUSG00000029253"
"1679","ENSMUSG00000035851"
"1680","ENSMUSG00000007907"
"1681","ENSMUSG00000070697"
"1682","ENSMUSG00000044221"
"1683","ENSMUSG00000006262"
"1684","ENSMUSG00000055204"
"1685","ENSMUSG00000029397"
"1686","ENSMUSG00000029403"
"1687","ENSMUSG00000029405"
"1688","ENSMUSG00000029415"
"1689","ENSMUSG00000034842"
"1690","ENSMUSG00000034826"
"1691","ENSMUSG00000050050"
"1692","ENSMUSG00000029381"
"1693","ENSMUSG00000063015"
"1694","ENSMUSG00000029384"
"1695","ENSMUSG00000029486"
"1696","ENSMUSG00000046000"
"1697","ENSMUSG00000050553"
"1698","ENSMUSG00000035456"
"1699","ENSMUSG00000045238"
"1700","ENSMUSG00000057816"
"1701","ENSMUSG00000000568"
"1702","ENSMUSG00000029328"
