"","gene_names"
"2526","ENSMUSG00000089847"
"2527","ENSMUSG00000030882"
"2528","ENSMUSG00000043866"
"2529","ENSMUSG00000030879"
"2530","ENSMUSG00000016626"
"2531","ENSMUSG00000073894"
"2532","ENSMUSG00000036528"
"2533","ENSMUSG00000048065"
"2534","ENSMUSG00000031029"
"2535","ENSMUSG00000031027"
"2536","ENSMUSG00000085407"
"2537","ENSMUSG00000046364"
"2538","ENSMUSG00000031023"
"2539","ENSMUSG00000031021"
"2540","ENSMUSG00000047554"
"2541","ENSMUSG00000031016"
"2542","ENSMUSG00000038371"
"2543","ENSMUSG00000030788"
"2544","ENSMUSG00000005609"
"2545","ENSMUSG00000005610"
"2546","ENSMUSG00000059263"
"2547","ENSMUSG00000038187"
"2548","ENSMUSG00000030759"
"2549","ENSMUSG00000030754"
"2550","ENSMUSG00000030751"
"2551","ENSMUSG00000030671"
"2552","ENSMUSG00000030670"
"2553","ENSMUSG00000086583"
"2554","ENSMUSG00000087621"
"2555","ENSMUSG00000030663"
"2556","ENSMUSG00000090862"
"2557","ENSMUSG00000008683"
"2558","ENSMUSG00000030654"
"2559","ENSMUSG00000030652"
"2560","ENSMUSG00000033917"
"2561","ENSMUSG00000033904"
"2562","ENSMUSG00000030982"
"2563","ENSMUSG00000030980"
"2564","ENSMUSG00000073856"
"2565","ENSMUSG00000030942"
"2566","ENSMUSG00000030929"
"2567","ENSMUSG00000030924"
"2568","ENSMUSG00000030922"
"2569","ENSMUSG00000030917"
"2570","ENSMUSG00000062017"
"2571","ENSMUSG00000054746"
"2572","ENSMUSG00000051900"
"2573","ENSMUSG00000030884"
"2574","ENSMUSG00000030887"
"2575","ENSMUSG00000030880"
"2576","ENSMUSG00000030878"
"2577","ENSMUSG00000030877"
"2578","ENSMUSG00000034951"
"2579","ENSMUSG00000030870"
"2580","ENSMUSG00000030869"
"2581","ENSMUSG00000030868"
"2582","ENSMUSG00000030867"
"2583","ENSMUSG00000030779"
"2584","ENSMUSG00000030763"
"2585","ENSMUSG00000045928"
"2586","ENSMUSG00000090457"
"2587","ENSMUSG00000030750"
"2588","ENSMUSG00000032777"
"2589","ENSMUSG00000000131"
"2590","ENSMUSG00000030741"
"2591","ENSMUSG00000030722"
"2592","ENSMUSG00000030727"
"2593","ENSMUSG00000030733"
"2594","ENSMUSG00000073838"
"2595","ENSMUSG00000032637"
"2596","ENSMUSG00000030738"
"2597","ENSMUSG00000030714"
"2598","ENSMUSG00000047721"
"2599","ENSMUSG00000063065"
"2600","ENSMUSG00000030697"
"2601","ENSMUSG00000030695"
"2602","ENSMUSG00000030689"
"2603","ENSMUSG00000042606"
"2604","ENSMUSG00000059981"
"2605","ENSMUSG00000060538"
"2606","ENSMUSG00000030685"
"2607","ENSMUSG00000097075"
"2608","ENSMUSG00000030680"
"2609","ENSMUSG00000030678"
"2610","ENSMUSG00000030677"
"2611","ENSMUSG00000042502"
"2612","ENSMUSG00000054716"
"2613","ENSMUSG00000042462"
"2614","ENSMUSG00000047371"
"2615","ENSMUSG00000045251"
"2616","ENSMUSG00000048921"
"2617","ENSMUSG00000030822"
"2618","ENSMUSG00000042423"
"2619","ENSMUSG00000101225"
"2620","ENSMUSG00000053877"
"2621","ENSMUSG00000030815"
"2622","ENSMUSG00000057176"
"2623","ENSMUSG00000030816"
"2624","ENSMUSG00000030814"
"2625","ENSMUSG00000049739"
"2626","ENSMUSG00000030801"
"2627","ENSMUSG00000030795"
"2628","ENSMUSG00000030844"
"2629","ENSMUSG00000030846"
"2630","ENSMUSG00000030847"
"2631","ENSMUSG00000055319"
"2632","ENSMUSG00000042055"
"2633","ENSMUSG00000030850"
"2634","ENSMUSG00000040331"
"2635","ENSMUSG00000040298"
"2636","ENSMUSG00000040177"
"2637","ENSMUSG00000063179"
"2638","ENSMUSG00000066979"
"2639","ENSMUSG00000030965"
"2640","ENSMUSG00000030967"
"2641","ENSMUSG00000030970"
"2642","ENSMUSG00000030979"
"2643","ENSMUSG00000030986"
"2644","ENSMUSG00000053111"
"2645","ENSMUSG00000031068"
"2646","ENSMUSG00000041775"
"2647","ENSMUSG00000041769"
"2648","ENSMUSG00000078566"
"2649","ENSMUSG00000015980"
"2650","ENSMUSG00000041309"
"2651","ENSMUSG00000049571"
"2652","ENSMUSG00000073795"
"2653","ENSMUSG00000025474"
"2654","ENSMUSG00000025470"
"2655","ENSMUSG00000039018"
"2656","ENSMUSG00000025480"
"2657","ENSMUSG00000025484"
"2658","ENSMUSG00000025485"
"2659","ENSMUSG00000025486"
"2660","ENSMUSG00000025487"
"2661","ENSMUSG00000025495"
"2662","ENSMUSG00000025499"
"2663","ENSMUSG00000038637"
"2664","ENSMUSG00000038611"
"2665","ENSMUSG00000025505"
"2666","ENSMUSG00000051007"
"2667","ENSMUSG00000025508"
"2668","ENSMUSG00000025509"
"2669","ENSMUSG00000025510"
"2670","ENSMUSG00000038489"
"2671","ENSMUSG00000025512"
"2672","ENSMUSG00000025139"
"2673","ENSMUSG00000025147"
"2674","ENSMUSG00000045752"
"2675","ENSMUSG00000101609"
"2676","ENSMUSG00000059119"
"2677","ENSMUSG00000010755"
"2678","ENSMUSG00000031078"
"2679","ENSMUSG00000038587"
"2680","ENSMUSG00000061759"
"2681","ENSMUSG00000019795"
"2682","ENSMUSG00000040034"
"2683","ENSMUSG00000019794"
"2684","ENSMUSG00000040006"
"2685","ENSMUSG00000015757"
"2686","ENSMUSG00000047648"
"2687","ENSMUSG00000078348"
"2688","ENSMUSG00000019814"
"2689","ENSMUSG00000019809"
"2690","ENSMUSG00000019854"
"2691","ENSMUSG00000020003"
"2692","ENSMUSG00000019996"
"2693","ENSMUSG00000069713"
"2694","ENSMUSG00000037608"
"2695","ENSMUSG00000019986"
"2696","ENSMUSG00000019977"
"2697","ENSMUSG00000050844"
"2698","ENSMUSG00000071359"
"2699","ENSMUSG00000061983"
"2700","ENSMUSG00000019883"
"2701","ENSMUSG00000038876"
"2702","ENSMUSG00000075266"
"2703","ENSMUSG00000019791"
"2704","ENSMUSG00000039531"
"2705","ENSMUSG00000019782"
"2706","ENSMUSG00000039480"
"2707","ENSMUSG00000039485"
"2708","ENSMUSG00000019777"
"2709","ENSMUSG00000051736"
"2710","ENSMUSG00000097890"
"2711","ENSMUSG00000038510"
"2712","ENSMUSG00000019837"
"2713","ENSMUSG00000075232"
"2714","ENSMUSG00000038491"
"2715","ENSMUSG00000019834"
"2716","ENSMUSG00000038446"
"2717","ENSMUSG00000091415"
"2718","ENSMUSG00000019826"
"2719","ENSMUSG00000078451"
"2720","ENSMUSG00000019818"
"2721","ENSMUSG00000019813"
"2722","ENSMUSG00000071324"
"2723","ENSMUSG00000019804"
"2724","ENSMUSG00000019802"
"2725","ENSMUSG00000045886"
"2726","ENSMUSG00000019797"
"2727","ENSMUSG00000019863"
"2728","ENSMUSG00000019861"
"2729","ENSMUSG00000023068"
"2730","ENSMUSG00000019857"
"2731","ENSMUSG00000019856"
"2732","ENSMUSG00000047669"
"2733","ENSMUSG00000019872"
"2734","ENSMUSG00000038039"
"2735","ENSMUSG00000019920"
"2736","ENSMUSG00000019917"
"2737","ENSMUSG00000020107"
"2738","ENSMUSG00000044475"
"2739","ENSMUSG00000058297"
"2740","ENSMUSG00000020089"
"2741","ENSMUSG00000020088"
"2742","ENSMUSG00000020087"
"2743","ENSMUSG00000020085"
"2744","ENSMUSG00000037012"
"2745","ENSMUSG00000020078"
"2746","ENSMUSG00000036955"
"2747","ENSMUSG00000020075"
"2748","ENSMUSG00000020076"
"2749","ENSMUSG00000020074"
"2750","ENSMUSG00000020069"
"2751","ENSMUSG00000100000"
"2752","ENSMUSG00000037876"
"2753","ENSMUSG00000057134"
"2754","ENSMUSG00000019945"
"2755","ENSMUSG00000019944"
"2756","ENSMUSG00000019942"
"2757","ENSMUSG00000037747"
"2758","ENSMUSG00000003923"
"2759","ENSMUSG00000037710"
"2760","ENSMUSG00000043859"
"2761","ENSMUSG00000019923"
"2762","ENSMUSG00000020175"
"2763","ENSMUSG00000033416"
"2764","ENSMUSG00000020180"
"2765","ENSMUSG00000001666"
"2766","ENSMUSG00000001665"
"2767","ENSMUSG00000009093"
"2768","ENSMUSG00000033318"
"2769","ENSMUSG00000000902"
"2770","ENSMUSG00000049422"
"2771","ENSMUSG00000033255"
"2772","ENSMUSG00000001151"
"2773","ENSMUSG00000001120"
"2774","ENSMUSG00000078444"
"2775","ENSMUSG00000020260"
"2776","ENSMUSG00000032977"
"2777","ENSMUSG00000009291"
"2778","ENSMUSG00000020265"
"2779","ENSMUSG00000009293"
"2780","ENSMUSG00000020284"
"2781","ENSMUSG00000053329"
"2782","ENSMUSG00000001211"
"2783","ENSMUSG00000061032"
"2784","ENSMUSG00000078442"
"2785","ENSMUSG00000020308"
"2786","ENSMUSG00000020307"
"2787","ENSMUSG00000023175"
"2788","ENSMUSG00000020329"
"2789","ENSMUSG00000035890"
"2790","ENSMUSG00000091994"
"2791","ENSMUSG00000006498"
"2792","ENSMUSG00000013833"
"2793","ENSMUSG00000035754"
"2794","ENSMUSG00000013858"
"2795","ENSMUSG00000004667"
"2796","ENSMUSG00000075706"
"2797","ENSMUSG00000003068"
"2798","ENSMUSG00000003072"
"2799","ENSMUSG00000045193"
"2800","ENSMUSG00000020156"
"2801","ENSMUSG00000020153"
"2802","ENSMUSG00000069565"
"2803","ENSMUSG00000063457"
"2804","ENSMUSG00000020133"
"2805","ENSMUSG00000020131"
"2806","ENSMUSG00000035478"
"2807","ENSMUSG00000020163"
"2808","ENSMUSG00000003341"
"2809","ENSMUSG00000047417"
"2810","ENSMUSG00000003346"
"2811","ENSMUSG00000035370"
"2812","ENSMUSG00000003345"
"2813","ENSMUSG00000003344"
"2814","ENSMUSG00000020190"
"2815","ENSMUSG00000055862"
"2816","ENSMUSG00000020198"
"2817","ENSMUSG00000061589"
"2818","ENSMUSG00000035278"
"2819","ENSMUSG00000020211"
"2820","ENSMUSG00000035242"
"2821","ENSMUSG00000035215"
"2822","ENSMUSG00000035206"
"2823","ENSMUSG00000020219"
"2824","ENSMUSG00000046822"
"2825","ENSMUSG00000004937"
"2826","ENSMUSG00000004929"
"2827","ENSMUSG00000035027"
"2828","ENSMUSG00000004934"
"2829","ENSMUSG00000034994"
"2830","ENSMUSG00000034974"
"2831","ENSMUSG00000034932"
"2832","ENSMUSG00000020232"
"2833","ENSMUSG00000034854"
"2834","ENSMUSG00000020235"
"2835","ENSMUSG00000078440"
"2836","ENSMUSG00000078439"
"2837","ENSMUSG00000020238"
"2838","ENSMUSG00000034781"
"2839","ENSMUSG00000062931"
"2840","ENSMUSG00000063320"
"2841","ENSMUSG00000020246"
"2842","ENSMUSG00000020248"
"2843","ENSMUSG00000056821"
"2844","ENSMUSG00000020250"
"2845","ENSMUSG00000046841"
"2846","ENSMUSG00000020034"
"2847","ENSMUSG00000020037"
"2848","ENSMUSG00000050035"
"2849","ENSMUSG00000060935"
"2850","ENSMUSG00000020038"
"2851","ENSMUSG00000001785"
"2852","ENSMUSG00000001783"
"2853","ENSMUSG00000001786"
"2854","ENSMUSG00000020048"
"2855","ENSMUSG00000035351"
"2856","ENSMUSG00000020056"
"2857","ENSMUSG00000060002"
"2858","ENSMUSG00000020059"
"2859","ENSMUSG00000060904"
"2860","ENSMUSG00000019948"
"2861","ENSMUSG00000019951"
"2862","ENSMUSG00000061904"
"2863","ENSMUSG00000019961"
"2864","ENSMUSG00000019988"
"2865","ENSMUSG00000020014"
"2866","ENSMUSG00000036168"
"2867","ENSMUSG00000020018"
"2868","ENSMUSG00000036112"
"2869","ENSMUSG00000005897"
"2870","ENSMUSG00000020022"
"2871","ENSMUSG00000097164"
"2872","ENSMUSG00000020024"
"2873","ENSMUSG00000062981"
"2874","ENSMUSG00000074781"
"2875","ENSMUSG00000020029"
"2876","ENSMUSG00000036499"
"2877","ENSMUSG00000036478"
"2878","ENSMUSG00000019936"
"2879","ENSMUSG00000047025"
"2880","ENSMUSG00000019952"
"2881","ENSMUSG00000046934"
"2882","ENSMUSG00000019971"
"2883","ENSMUSG00000046567"
"2884","ENSMUSG00000036602"
"2885","ENSMUSG00000019892"
"2886","ENSMUSG00000019897"
"2887","ENSMUSG00000019906"
"2888","ENSMUSG00000019907"
"2889","ENSMUSG00000020186"
"2890","ENSMUSG00000020189"
"2891","ENSMUSG00000035759"
"2892","ENSMUSG00000058799"
"2893","ENSMUSG00000063334"
"2894","ENSMUSG00000020213"
"2895","ENSMUSG00000020214"
"2896","ENSMUSG00000074748"
"2897","ENSMUSG00000020130"
"2898","ENSMUSG00000074734"
"2899","ENSMUSG00000054934"
"2900","ENSMUSG00000020164"
"2901","ENSMUSG00000020166"
"2902","ENSMUSG00000052291"
"2903","ENSMUSG00000100198"
"2904","ENSMUSG00000064181"
"2905","ENSMUSG00000034024"
"2906","ENSMUSG00000020171"
"2907","ENSMUSG00000055531"
"2908","ENSMUSG00000020184"
"2909","ENSMUSG00000052798"
"2910","ENSMUSG00000020114"
"2911","ENSMUSG00000020227"
"2912","ENSMUSG00000020225"
"2913","ENSMUSG00000020224"
"2914","ENSMUSG00000034764"
"2915","ENSMUSG00000051236"
"2916","ENSMUSG00000034667"
"2917","ENSMUSG00000034620"
"2918","ENSMUSG00000020124"
"2919","ENSMUSG00000020102"
"2920","ENSMUSG00000040521"
"2921","ENSMUSG00000006732"
"2922","ENSMUSG00000006728"
"2923","ENSMUSG00000040462"
"2924","ENSMUSG00000040415"
"2925","ENSMUSG00000025410"
"2926","ENSMUSG00000092593"
"2927","ENSMUSG00000025408"
"2928","ENSMUSG00000040354"
"2929","ENSMUSG00000025404"
"2930","ENSMUSG00000040280"
"2931","ENSMUSG00000040195"
"2932","ENSMUSG00000025401"
"2933","ENSMUSG00000061315"
"2934","ENSMUSG00000071072"
"2935","ENSMUSG00000025393"
"2936","ENSMUSG00000040054"
"2937","ENSMUSG00000005683"
"2938","ENSMUSG00000025374"
"2939","ENSMUSG00000025369"
"2940","ENSMUSG00000090841"
"2941","ENSMUSG00000097353"
"2942","ENSMUSG00000039810"
"2943","ENSMUSG00000093674"
"2944","ENSMUSG00000025364"
"2945","ENSMUSG00000025362"
"2946","ENSMUSG00000025358"
"2947","ENSMUSG00000025357"
"2948","ENSMUSG00000064030"
"2949","ENSMUSG00000025354"
"2950","ENSMUSG00000025353"
"2951","ENSMUSG00000078427"
"2952","ENSMUSG00000025351"
"2953","ENSMUSG00000069633"
"2954","ENSMUSG00000040340"
"2955","ENSMUSG00000019470"
"2956","ENSMUSG00000087687"
"2957","ENSMUSG00000004626"
"2958","ENSMUSG00000040236"
"2959","ENSMUSG00000011832"
"2960","ENSMUSG00000002948"
"2961","ENSMUSG00000011837"
"2962","ENSMUSG00000002949"
"2963","ENSMUSG00000040028"
"2964","ENSMUSG00000023235"
"2965","ENSMUSG00000022322"
"2966","ENSMUSG00000040459"
"2967","ENSMUSG00000031505"
"2968","ENSMUSG00000045969"
"2969","ENSMUSG00000031508"
"2970","ENSMUSG00000054910"
"2971","ENSMUSG00000031441"
"2972","ENSMUSG00000038542"
"2973","ENSMUSG00000031446"
"2974","ENSMUSG00000031447"
"2975","ENSMUSG00000038515"
"2976","ENSMUSG00000031452"
"2977","ENSMUSG00000038416"
"2978","ENSMUSG00000038398"
"2979","ENSMUSG00000031458"
"2980","ENSMUSG00000050052"
"2981","ENSMUSG00000051978"
"2982","ENSMUSG00000055675"
"2983","ENSMUSG00000037725"
"2984","ENSMUSG00000031479"
"2985","ENSMUSG00000031533"
"2986","ENSMUSG00000031534"
"2987","ENSMUSG00000008892"
"2988","ENSMUSG00000031536"
"2989","ENSMUSG00000031545"
"2990","ENSMUSG00000103925"
"2991","ENSMUSG00000031546"
"2992","ENSMUSG00000015341"
"2993","ENSMUSG00000031552"
"2994","ENSMUSG00000031553"
"2995","ENSMUSG00000031554"
"2996","ENSMUSG00000037437"
"2997","ENSMUSG00000031556"
"2998","ENSMUSG00000065954"
"2999","ENSMUSG00000037363"
"3000","ENSMUSG00000054823"
"3001","ENSMUSG00000037316"
"3002","ENSMUSG00000037296"
"3003","ENSMUSG00000031575"
"3004","ENSMUSG00000015994"
"3005","ENSMUSG00000037214"
"3006","ENSMUSG00000031483"
"3007","ENSMUSG00000091154"
"3008","ENSMUSG00000031485"
"3009","ENSMUSG00000031487"
"3010","ENSMUSG00000097262"
"3011","ENSMUSG00000039720"
"3012","ENSMUSG00000063932"
"3013","ENSMUSG00000074404"
"3014","ENSMUSG00000031577"
"3015","ENSMUSG00000031578"
"3016","ENSMUSG00000031583"
"3017","ENSMUSG00000009630"
"3018","ENSMUSG00000052906"
"3019","ENSMUSG00000049476"
"3020","ENSMUSG00000031585"
"3021","ENSMUSG00000031586"
"3022","ENSMUSG00000031516"
"3023","ENSMUSG00000031513"
"3024","ENSMUSG00000031532"
"3025","ENSMUSG00000031529"
"3026","ENSMUSG00000031527"
"3027","ENSMUSG00000039530"
"3028","ENSMUSG00000039478"
"3029","ENSMUSG00000031601"
"3030","ENSMUSG00000031600"
"3031","ENSMUSG00000031592"
"3032","ENSMUSG00000031590"
"3033","ENSMUSG00000051176"
"3034","ENSMUSG00000071104"
"3035","ENSMUSG00000031634"
"3036","ENSMUSG00000031631"
"3037","ENSMUSG00000031629"
"3038","ENSMUSG00000031568"
"3039","ENSMUSG00000063049"
"3040","ENSMUSG00000038069"
"3041","ENSMUSG00000031563"
"3042","ENSMUSG00000039396"
"3043","ENSMUSG00000054408"
"3044","ENSMUSG00000031518"
"3045","ENSMUSG00000038215"
"3046","ENSMUSG00000031609"
"3047","ENSMUSG00000054717"
"3048","ENSMUSG00000096914"
"3049","ENSMUSG00000038005"
"3050","ENSMUSG00000031644"
"3051","ENSMUSG00000031641"
"3052","ENSMUSG00000025521"
"3053","ENSMUSG00000025591"
"3054","ENSMUSG00000025519"
"3055","ENSMUSG00000014907"
"3056","ENSMUSG00000031864"
"3057","ENSMUSG00000006273"
"3058","ENSMUSG00000031860"
"3059","ENSMUSG00000036199"
"3060","ENSMUSG00000047654"
"3061","ENSMUSG00000036180"
"3062","ENSMUSG00000031858"
"3063","ENSMUSG00000011306"
"3064","ENSMUSG00000002345"
"3065","ENSMUSG00000036054"
"3066","ENSMUSG00000057788"
"3067","ENSMUSG00000055681"
"3068","ENSMUSG00000058301"
"3069","ENSMUSG00000031849"
"3070","ENSMUSG00000035964"
"3071","ENSMUSG00000007888"
"3072","ENSMUSG00000090137"
"3073","ENSMUSG00000055553"
"3074","ENSMUSG00000019428"
"3075","ENSMUSG00000070002"
"3076","ENSMUSG00000019139"
"3077","ENSMUSG00000070003"
"3078","ENSMUSG00000031848"
"3079","ENSMUSG00000031834"
"3080","ENSMUSG00000100691"
"3081","ENSMUSG00000007721"
"3082","ENSMUSG00000045128"
"3083","ENSMUSG00000002395"
"3084","ENSMUSG00000002396"
"3085","ENSMUSG00000031820"
"3086","ENSMUSG00000007950"
"3087","ENSMUSG00000034880"
"3088","ENSMUSG00000074247"
"3089","ENSMUSG00000031813"
"3090","ENSMUSG00000031807"
"3091","ENSMUSG00000003037"
"3092","ENSMUSG00000003039"
"3093","ENSMUSG00000003033"
"3094","ENSMUSG00000052794"
"3095","ENSMUSG00000052488"
"3096","ENSMUSG00000045248"
"3097","ENSMUSG00000044600"
"3098","ENSMUSG00000031622"
"3099","ENSMUSG00000037101"
"3100","ENSMUSG00000037070"
"3101","ENSMUSG00000031683"
"3102","ENSMUSG00000031682"
"3103","ENSMUSG00000097174"
"3104","ENSMUSG00000031681"
"3105","ENSMUSG00000058355"
"3106","ENSMUSG00000036977"
"3107","ENSMUSG00000031715"
"3108","ENSMUSG00000031711"
"3109","ENSMUSG00000035057"
"3110","ENSMUSG00000002190"
"3111","ENSMUSG00000063253"
"3112","ENSMUSG00000033938"
"3113","ENSMUSG00000031708"
"3114","ENSMUSG00000005483"
"3115","ENSMUSG00000005481"
"3116","ENSMUSG00000005470"
"3117","ENSMUSG00000005469"
"3118","ENSMUSG00000046408"
"3119","ENSMUSG00000074217"
"3120","ENSMUSG00000037103"
"3121","ENSMUSG00000036686"
"3122","ENSMUSG00000008129"
"3123","ENSMUSG00000019362"
"3124","ENSMUSG00000004994"
"3125","ENSMUSG00000001909"
"3126","ENSMUSG00000053226"
"3127","ENSMUSG00000033751"
"3128","ENSMUSG00000003813"
"3129","ENSMUSG00000003814"
"3130","ENSMUSG00000087685"
"3131","ENSMUSG00000003808"
"3132","ENSMUSG00000003824"
"3133","ENSMUSG00000052926"
"3134","ENSMUSG00000005161"
"3135","ENSMUSG00000052566"
"3136","ENSMUSG00000052456"
"3137","ENSMUSG00000041203"
"3138","ENSMUSG00000008167"
"3139","ENSMUSG00000060038"
"3140","ENSMUSG00000005150"
"3141","ENSMUSG00000059355"
"3142","ENSMUSG00000031696"
"3143","ENSMUSG00000031697"
"3144","ENSMUSG00000036934"
"3145","ENSMUSG00000031701"
"3146","ENSMUSG00000031703"
"3147","ENSMUSG00000036872"
"3148","ENSMUSG00000047866"
"3149","ENSMUSG00000036840"
"3150","ENSMUSG00000074178"
"3151","ENSMUSG00000097248"
"3152","ENSMUSG00000045333"
"3153","ENSMUSG00000036810"
"3154","ENSMUSG00000031660"
"3155","ENSMUSG00000031667"
"3156","ENSMUSG00000033282"
"3157","ENSMUSG00000031736"
"3158","ENSMUSG00000031748"
"3159","ENSMUSG00000031751"
"3160","ENSMUSG00000031754"
"3161","ENSMUSG00000031762"
"3162","ENSMUSG00000031765"
"3163","ENSMUSG00000032939"
"3164","ENSMUSG00000031770"
"3165","ENSMUSG00000031774"
"3166","ENSMUSG00000050079"
"3167","ENSMUSG00000031776"
"3168","ENSMUSG00000031781"
"3169","ENSMUSG00000031782"
"3170","ENSMUSG00000031783"
"3171","ENSMUSG00000031786"
"3172","ENSMUSG00000031787"
"3173","ENSMUSG00000031788"
"3174","ENSMUSG00000031796"
"3175","ENSMUSG00000046707"
"3176","ENSMUSG00000036598"
"3177","ENSMUSG00000036550"
"3178","ENSMUSG00000074136"
"3179","ENSMUSG00000061104"
"3180","ENSMUSG00000063696"
"3181","ENSMUSG00000035824"
"3182","ENSMUSG00000054400"
"3183","ENSMUSG00000074127"
"3184","ENSMUSG00000035785"
"3185","ENSMUSG00000035770"
"3186","ENSMUSG00000052616"
"3187","ENSMUSG00000031878"
"3188","ENSMUSG00000031879"
"3189","ENSMUSG00000014859"
"3190","ENSMUSG00000041679"
"3191","ENSMUSG00000014856"
"3192","ENSMUSG00000051648"
"3193","ENSMUSG00000054320"
"3194","ENSMUSG00000013160"
"3195","ENSMUSG00000005698"
"3196","ENSMUSG00000038000"
"3197","ENSMUSG00000005699"
"3198","ENSMUSG00000013155"
"3199","ENSMUSG00000013158"
"3200","ENSMUSG00000031893"
"3201","ENSMUSG00000036672"
"3202","ENSMUSG00000036442"
"3203","ENSMUSG00000036270"
"3204","ENSMUSG00000031898"
"3205","ENSMUSG00000031901"
"3206","ENSMUSG00000045538"
"3207","ENSMUSG00000031904"
"3208","ENSMUSG00000033106"
"3209","ENSMUSG00000060098"
"3210","ENSMUSG00000041438"
"3211","ENSMUSG00000041308"
"3212","ENSMUSG00000031913"
"3213","ENSMUSG00000031916"
"3214","ENSMUSG00000031917"
"3215","ENSMUSG00000031919"
"3216","ENSMUSG00000031921"
"3217","ENSMUSG00000031924"
"3218","ENSMUSG00000003848"
"3219","ENSMUSG00000039067"
"3220","ENSMUSG00000038872"
"3221","ENSMUSG00000031723"
"3222","ENSMUSG00000031728"
"3223","ENSMUSG00000044676"
"3224","ENSMUSG00000059854"
"3225","ENSMUSG00000031753"
"3226","ENSMUSG00000033658"
"3227","ENSMUSG00000031960"
"3228","ENSMUSG00000033579"
"3229","ENSMUSG00000033545"
"3230","ENSMUSG00000031954"
"3231","ENSMUSG00000031951"
"3232","ENSMUSG00000031950"
"3233","ENSMUSG00000031948"
"3234","ENSMUSG00000033409"
"3235","ENSMUSG00000004637"
"3236","ENSMUSG00000034467"
"3237","ENSMUSG00000014633"
"3238","ENSMUSG00000031756"
"3239","ENSMUSG00000047388"
"3240","ENSMUSG00000031847"
"3241","ENSMUSG00000052557"
"3242","ENSMUSG00000031839"
"3243","ENSMUSG00000074064"
"3244","ENSMUSG00000031837"
"3245","ENSMUSG00000031831"
"3246","ENSMUSG00000024266"
"3247","ENSMUSG00000045246"
"3248","ENSMUSG00000102737"
"3249","ENSMUSG00000031821"
"3250","ENSMUSG00000031819"
"3251","ENSMUSG00000031818"
"3252","ENSMUSG00000031816"
"3253","ENSMUSG00000031809"
"3254","ENSMUSG00000098211"
"3255","ENSMUSG00000031812"
"3256","ENSMUSG00000040263"
"3257","ENSMUSG00000040010"
"3258","ENSMUSG00000074052"
"3259","ENSMUSG00000017478"
"3260","ENSMUSG00000014470"
"3261","ENSMUSG00000049482"
"3262","ENSMUSG00000006589"
"3263","ENSMUSG00000015013"
"3264","ENSMUSG00000035569"
"3265","ENSMUSG00000099881"
"3266","ENSMUSG00000000738"
"3267","ENSMUSG00000000740"
"3268","ENSMUSG00000000743"
"3269","ENSMUSG00000048478"
"3270","ENSMUSG00000033862"
"3271","ENSMUSG00000001062"
"3272","ENSMUSG00000010154"
"3273","ENSMUSG00000001472"
"3274","ENSMUSG00000031967"
"3275","ENSMUSG00000040220"
"3276","ENSMUSG00000039509"
"3277","ENSMUSG00000031979"
"3278","ENSMUSG00000031984"
"3279","ENSMUSG00000031985"
"3280","ENSMUSG00000074030"
"3281","ENSMUSG00000031986"
"3282","ENSMUSG00000056820"
"3283","ENSMUSG00000050930"
"3284","ENSMUSG00000031851"
"3285","ENSMUSG00000051671"
"3286","ENSMUSG00000093904"
"3287","ENSMUSG00000033931"
"3288","ENSMUSG00000025808"
"3289","ENSMUSG00000056018"
"3290","ENSMUSG00000079407"
"3291","ENSMUSG00000090585"
"3292","ENSMUSG00000072723"
"3293","ENSMUSG00000033885"
"3294","ENSMUSG00000021748"
"3295","ENSMUSG00000021749"
"3296","ENSMUSG00000097898"
"3297","ENSMUSG00000033111"
"3298","ENSMUSG00000053453"
"3299","ENSMUSG00000021737"
"3300","ENSMUSG00000068758"
"3301","ENSMUSG00000021785"
"3302","ENSMUSG00000012405"
"3303","ENSMUSG00000021772"
"3304","ENSMUSG00000021774"
"3305","ENSMUSG00000058317"
"3306","ENSMUSG00000021807"
"3307","ENSMUSG00000045107"
"3308","ENSMUSG00000021810"
"3309","ENSMUSG00000039599"
"3310","ENSMUSG00000021811"
"3311","ENSMUSG00000049960"
"3312","ENSMUSG00000039543"
"3313","ENSMUSG00000021816"
"3314","ENSMUSG00000099966"
"3315","ENSMUSG00000063787"
"3316","ENSMUSG00000021819"
"3317","ENSMUSG00000021820"
"3318","ENSMUSG00000021824"
"3319","ENSMUSG00000021770"
"3320","ENSMUSG00000021771"
"3321","ENSMUSG00000025290"
"3322","ENSMUSG00000021870"
"3323","ENSMUSG00000021877"
"3324","ENSMUSG00000021879"
"3325","ENSMUSG00000040760"
"3326","ENSMUSG00000040651"
"3327","ENSMUSG00000046753"
"3328","ENSMUSG00000042682"
"3329","ENSMUSG00000015971"
"3330","ENSMUSG00000021957"
"3331","ENSMUSG00000006527"
"3332","ENSMUSG00000021918"
"3333","ENSMUSG00000021917"
"3334","ENSMUSG00000021916"
"3335","ENSMUSG00000042354"
"3336","ENSMUSG00000042323"
"3337","ENSMUSG00000021902"
"3338","ENSMUSG00000021901"
"3339","ENSMUSG00000019027"
"3340","ENSMUSG00000021891"
"3341","ENSMUSG00000021884"
"3342","ENSMUSG00000021905"
"3343","ENSMUSG00000021906"
"3344","ENSMUSG00000021911"
"3345","ENSMUSG00000041673"
"3346","ENSMUSG00000021936"
"3347","ENSMUSG00000021940"
"3348","ENSMUSG00000041408"
