"","scale_factors"
"247",0.94236561787135
"248",1.80541611403927
"249",0.588557047059041
"250",1.93581283945926
"251",1.06190366231963
"252",0.399710852650768
"253",1.7369530799199
"254",0.751867519034346
"255",0.40723117262308
"256",1.33490660659138
"257",0.987547736892827
"258",0.549670345187343
"259",1.01006979424303
"260",0.564635732745816
"261",0.769033691643002
"262",0.895961534514483
"263",0.925830573776759
"264",0.355188221607555
"265",0.358925597226529
"266",0.716799769041814
"267",1.00493964403417
"268",2.29671628070884
"269",0.975601486749421
"270",0.53552627430504
"271",0.322018314048072
"272",0.458671321408903
"273",0.932435944526508
"274",0.353521994179432
"275",1.64235758802039
"276",0.514426474449062
"277",0.923206229777101
"278",0.427774436039818
"279",0.954313245949695
"280",0.296350338604791
"281",1.33566414481833
"282",0.926852434329228
"283",1.73591886616565
"284",0.898321358455425
"285",0.368546111788632
"286",0.733502157288572
"287",2.4161991215003
"288",1.47978780608055
"289",0.442138343804719
"290",1.19145901414286
"291",0.34642564143824
"292",0.658170699138632
"293",0.423564815642236
"294",1.16405289352541
"295",0.619190910198042
"296",1.61659692050523
"297",0.37022706213786
"298",1.22752324790845
"299",1.88894203569302
"300",1.94465824526891
"301",1.94351510977489
"302",0.445969171442863
"303",0.68649247951437
"304",1.00352576517681
"305",2.0579978269917
"306",3.43891525117618
"307",1.54726519022266
"308",1.10487610179196
"309",1.4359796425001
"310",0.404792521531557
"311",0.274584195850572
"312",0.34255155243238
"313",1.88102690575744
"314",1.01077980364894
"315",1.02135003080046
"316",0.585370076483861
"317",0.928849221042291
"318",1.14418523075617
"319",0.838236696421758
"320",2.16120581517479
"321",0.406713591414837
"322",0.922177663439667
"323",1.19141731708365
"324",1.78259762110205
"325",1.52020776952695
"326",1.64855412519883
"327",1.43799210159409
"328",0.856106947696422
"329",2.25882559004524
"330",1.257368435951
"331",1.18131745079897
"332",0.260072895643885
"333",0.576517631514215
"334",1.38171471426805
"335",1.06661513455577
"336",1.29517247646129
"337",1.16344157527606
"338",0.395637763317444
"339",1.73602162011483
"340",1.52342292353508
"341",0.637813728991955
"342",1.43457422334094
"343",0.84167516558696
"344",0.670180113844873
"345",0.977356317012467
"346",0.559793940469644
"347",0.423385162927068
"348",0.250446896829315
"349",0.663773017302281
"350",1.83472800771735
"351",0.512552942875916
"352",1.0247475280039
"353",1.06069414510016
"354",0.511926605787553
"355",0.749710194803364
"356",0.840157372777321
"357",1.01886340836699
"358",0.696038454989211
"359",1.7768885790279
"360",1.9474623661317
"361",0.250403038757774
"362",0.678629600765767
"363",0.367765509351407
"364",1.2236041267221
"365",0.571970854580229
"366",0.288245630247073
"367",0.878259361303022
"368",0.479183290736834
"369",0.63740798613973
"370",0.814411522439463
"371",1.05788829492536
"372",0.53195075881202
"373",2.03715467934904
"374",0.48146889523763
"375",1.33299521446964
"376",1.37785858284882
"377",0.28947652291276
"378",1.16102874012926
"379",1.26928439766624
"380",1.03319027555889
"381",1.06709256170005
"382",1.8911139488886
"383",1.01258494392275
"384",0.57803091012072
"385",1.02176293521063
"386",1.06077309779708
"387",0.606153776446751
"388",1.51053471327602
"389",0.461708116990755
"390",0.325260155934406
"391",0.567156158471396
"392",1.29417067541133
"393",2.00333638469763
"394",3.8033566583647
"395",0.730014464803137
"396",1.70383072973081
"397",0.279017051830995
"398",0.522338719032583
"399",0.409325721326927
"400",0.643944997019891
"401",0.983822879006086
"402",0.997370995036124
"403",0.414491677104078
"404",0.703922667473663
"405",0.376053639158916
"406",0.587395820890819
"407",0.91026426828415
"408",1.19029229006857
"409",1.94565020948816
"410",0.668487053221642
"411",1.32853008633868
"412",1.01426313497914
"413",1.14293698025444
"414",1.07222101591998
"415",0.250752553462683
"416",0.366212995274902
"417",0.722137573547319
"418",1.22956271752029
"419",0.472072788255012
"420",1.50948252649402
"421",0.444483584861786
"422",0.300821391705414
"423",0.459734477545149
"424",1.90932753128549
"425",2.13801688563083
"426",0.780321856476939
"427",2.4403551692339
"428",0.443105339796812
"429",2.23181709997754
"430",0.921404397437524
"431",0.500845992245228
"432",0.280926700438224
"433",0.36707757507582
"434",1.64628434384107
"435",2.09962929356903
"436",0.246601901500642
"437",0.48373088321175
"438",1.73310010836921
"439",0.397426911956773
"440",1.13438006546252
"441",1.57604605195799
"442",0.406715986573457
"443",1.04044961966769
"444",0.582966184243557
"445",1.92451967401209
"446",1.13306811477004
"447",0.499325159935581
"448",1.66809493116513
"449",0.670487141583743
"450",0.662434080253233
"451",0.487905796440829
"452",1.1837677125943
"453",0.900220422859285
"454",0.599336045137691
"455",0.673687034289371
"456",0.515261876626054
"457",0.45996003946896
"458",0.463063721338231
"459",2.11293583271793
"460",0.957598941817971
"461",0.828546162630094
"462",0.850558727077089
"463",1.13655194367376
"464",0.401860443903093
"465",0.854415575068607
"466",1.50653876037217
"467",0.48775527306025
"468",2.59785051524024
"469",0.3435169577592
"470",0.819942736674267
"471",0.515972343244508
"472",0.577156816048937
"473",0.428374045504917
"474",1.36196331783585
"475",0.414539644150872
"476",0.48008898090284
"477",0.484337693680369
"478",0.49779257582732
"479",0.675268454911836
"480",1.40604436939759
"481",0.902302966942985
"482",0.399625981091116
"483",1.3218358102069
"484",2.064265489124
"485",1.95218746093423
"486",0.836219685642744
"487",1.86035031537525
"488",0.790216700126233
"489",1.22073547573171
"490",0.426418747754973
"491",0.445752962217231
"492",0.630920465746075
"493",0.471003758930033
"494",1.19490511394442
"495",0.926792596059782
"496",0.943970326610362
"497",1.01779000799933
"498",0.350132076543216
"499",1.91793827180587
"500",0.252205279277314
"501",1.24599106535395
"502",0.662642030103561
"503",0.732819603679206
"504",1.94680464882278
"505",0.825466794311355
"506",2.43949274752021
"507",1.26947090912415
"508",0.535559192143796
"509",1.07281360224282
"510",0.341110764957968
"511",1.02594590826983
"512",0.918775376487334
"513",0.793093940863848
"514",1.12275215799581
"515",0.678528155947899
"516",1.71496849346353
"517",0.384184771701956
"518",0.388018028989051
"519",1.21601638375206
"520",0.544115221226993
"521",1.16908436817239
"522",1.92029095100763
"523",0.257927547335082
"524",0.441249001709336
"525",0.337021424811345
"526",1.06811808868606
"527",0.890888937816484
"528",0.68499649976152
"529",0.77933882880638
"530",0.57133119820997
"531",0.374545305281088
"532",0.333968351538355
"533",0.893258772631829
"534",1.16291548230907
"535",0.590350028336862
"536",0.274087367715727
"537",0.400096255220822
"538",1.4399046592161
"539",0.616499823020268
"540",0.379557460846666
"541",1.16963491033291
"542",1.40496740999214
"543",1.13866629503411
"544",2.24810168126689
"545",0.984697736136185
"546",0.714674744917586
"547",1.70882483763648
"548",0.379141399545176
"549",0.327851285867978
"550",0.643319169937057
"551",0.398449725869674
"552",0.707706179377476
"553",1.10748710604146
"554",0.313260411043396
"555",0.852288495352276
"556",0.963388213203008
"557",2.26194008925022
"558",1.05757950803597
"559",0.463856952450476
"560",0.702249041186277
"561",0.296035824427134
"562",0.86980773751238
"563",0.58216163355079
"564",1.06764685896038
"565",1.09563873796694
"566",2.38560897751683
"567",0.571420070233265
"568",1.21318602583599
"569",0.696371469748427
"570",0.867272637531929
"571",0.869946273891491
"572",0.954578302858298
"573",1.17803514791311
"574",1.25086338198025
"575",0.660279754054955
"576",2.20747601085333
"577",0.516545314328675
"578",0.405046650002683
"579",1.93007044535056
"580",1.9988212605686
"581",0.486892327894851
"582",1.74001800770025
"583",1.8738319607734
"584",0.336540675078814
"585",0.45040215481521
"586",0.842171221186325
"587",0.826256781926867
"588",0.491688260086325
"589",1.03889337233292
"590",1.06146641162045
"591",0.624031191356336
"592",0.52571248643907
"593",0.534119622268251
"594",0.853244534047181
"595",0.458111617206224
"596",0.374909097024515
"597",1.07688213830284
"598",1.28662228818866
"599",1.51133319777084
"600",0.877736650251614
"601",1.19545066612485
"602",1.81373317848821
"603",0.406030458705789
"604",0.938250130953273
"605",0.534028473599469
"606",0.710577686451511
"607",0.517182521690325
"608",0.718404250209773
"609",0.971575410903556
"610",0.219761981650919
"611",1.12132244641897
"612",0.852506808630041
"613",0.322214893664006
"614",0.434847042000826
"615",0.876976279024163
"616",0.388455865670307
"617",1.33666209336765
"618",0.438272873943538
"619",0.597750578479819
"620",0.222155788609981
"621",1.08631099688785
"622",0.975419713327389
"623",0.842585304063436
"624",0.482498813670592
"625",0.787000661382602
"626",1.42681249192397
"627",0.256687809254737
"628",1.54045816564255
"629",1.47694293772898
"630",1.34167201130426
"631",0.83618801006612
"632",0.486876090978978
"633",0.59869737660364
"634",1.16430122671887
"635",0.893991913243105
"636",1.70890125203835
"637",0.563186762576152
"638",1.17851276806858
"639",3.63267411960084
"640",0.715791479669282
"641",0.744600519171358
"642",0.968515015822635
"643",0.889986416599735
"644",0.367527938463584
"645",2.22725432335531
"646",1.58690964915686
"647",1.54356094942759
"648",1.34072958170024
"649",0.797953771223921
"650",0.453748301436249
"651",1.1992339076985
"652",0.801659812315628
"653",1.57849264596267
"654",0.335085503104861
"655",0.804069175298295
"656",1.07024980413994
"657",1.23483895442926
"658",1.15465284925999
"659",1.9333602927869
"660",1.77033787674662
"661",0.3978766696285
"662",0.838891572075086
"663",0.832064167579957
"664",1.04586786871323
"665",1.32085174757963
"666",0.981094373589018
"667",0.714948644020659
"668",0.264467111458741
"669",1.18825134070355
"670",1.07890480701449
"671",0.291938209226579
