"","pst_PC","pst_Monocle"
"1968",0.37675356585749,0.160087754400563
"1972",0.59407418222614,0.335388867903056
"1974",0.807861588518853,0.54456615626066
"1979",0.791363133984629,0.542546649481065
"1981",0.413927800843135,0.199809757899303
"1986",0.765816646769683,0.526640516035403
"1987",0.519329435116203,0.25999912270653
"1988",0.274211105127848,0.0446569546861477
"1990",0.872158418947266,0.547643876744447
"1992",0.384259677996386,0.17473115487456
"1997",0.610143757940052,0.352931880457219
"1998",0.512464515955817,0.254962963373164
"1999",0.198640509962557,0.0211839281531886
"2001",0.224852402181681,0.0235652590486089
"2003",0.872158418947266,0.548461301480386
"2016",0.820724346922396,0.545024600343683
"2021",0.872158418947266,0.549024799441495
"2038",0.579485476087187,0.32209130616818
"2040",0.825205531077301,0.546475443004908
"2048",0.613871654097691,0.353062700918984
"2066",0.611019781561922,0.350490856751336
"2075",0.481821208426374,0.243441940520674
"2079",0.562410535285344,0.303546785262181
"2080",0.741431477764416,0.496911922598897
"2087",0.341227717367542,0.131172191198824
"2092",0.248282961186172,0.0264985648792602
"2103",0.344023661838361,0.126179424995125
"2110",0.642245412568114,0.386540904553511
"2117",0.0633527384777977,0.00808203363523525
"2118",0.672295674341407,0.415404558859519
"2126",0.872158418947266,0.549999769437702
"2127",0.186866068612607,0.0206333377179835
"2128",0.872158418947266,0.547986835082241
"2131",0.810792266794659,0.545287470783341
"2136",0.825603631742814,0.54689837019856
"2145",0.464430949480992,0.227528373581547
"2146",0.848572862964184,0.548725125028054
"2147",0.872158418947266,0.549424631037871
"2150",0.845550873086721,0.548207362388721
"2157",0.847123476535586,0.548706360859884
"2162",0.308033888268262,0.0845632059839454
"2168",0.265973790081632,0.0445712017295458
"2169",0.407675393857834,0.199965350635655
"2173",0.782243854550869,0.54158380700176
"2176",0.81992417131812,0.546237398436796
"2181",0.46160274944182,0.227047467330667
"2183",0.286055376764547,0.0567116248853776
"2184",0.785588187318938,0.541813350936312
"2186",0.174169038812808,0.0186722980749589
"2189",0.567674965966398,0.308401875742288
"2198",0.681090019459882,0.427306673439035
"2208",0.25330161551211,0.0263182905283107
"2211",0.608053443713924,0.352704959653491
"2219",0.338015626407746,0.117002253623032
"2228",0.756957934827331,0.512224087422119
"2229",0.538310353198113,0.279866755956983
"2237",0.301848890320218,0.0759132293211538
"2238",0.730172065217564,0.485630033940672
"2242",0.178378598694491,0.0196300899017869
"2243",0.335188904382336,0.112604979454314
"2244",0.403365926371494,0.194564126273726
"2246",0.580984966710539,0.326460529864603
"2247",0.472175033818669,0.232783553752137
"2251",0.394476238386336,0.17984128030321
"2254",0.465459000935549,0.227921436832893
"2271",0.323987996093736,0.102995339401213
"2273",0.872158418947266,0.548573664893136
"2274",0.332573669252667,0.112569424193545
"2275",0.839546006631847,0.547659614645841
"2276",0.433450456818541,0.204932929532995
"2287",0.85791059854348,0.548180214056722
"2296",0.555207624891192,0.298763645660085
"2304",0.628060787534446,0.366139774817099
"2305",0.872158418947266,0.548407680503638
"2314",0.481152821118683,0.238265266534007
"2318",0.705441535046746,0.455481443753344
"2325",0.396597023948221,0.179619818587441
"2333",0.639611433752182,0.382432310088424
"2334",0.167122866005755,0.0178644643987822
"2338",0.855137094363672,0.548837717861134
"2340",0.441687762822235,0.221855604873401
"2346",0.347109113728148,0.126539071583269
"2349",0.223064021393604,0.0235358340888256
"2351",0.687894750426495,0.435370946765174
"2353",0.189720117502144,0.0201840874725121
"2356",0.0966453253220595,0.0109535721925517
"2362",0.872158418947266,0.548765282530879
"2363",0.358169236980202,0.141053501630107
"2368",0.386018988988547,0.170169887266721
"2391",0.698374077952735,0.447206629198586
"2402",0.600392262088926,0.340060461123736
"2412",0.755845965862747,0.508112496993912
"2419",0.673586276566033,0.419414742350643
"2422",0.769497530024391,0.526562239012575
"2425",0.866963709975526,0.549189190032709
"2433",0.574408695277098,0.317489084794964
"2436",0.848741520609862,0.548854386560831
"2450",0.446963134668524,0.221710560229015
"2453",0.586612431867595,0.330841504360565
"2457",0.191738853054648,0.0206484501104459
"2464",0.867595163201378,0.547912813069561
"2466",0.101345113021442,0.0124624749003372
"2477",0.872158418947266,0.548666752535769
"2478",0.567847140262752,0.308405243538114
"2479",0.862723226944554,0.548083210527009
"2482",0.541853120012719,0.285542849121134
"2485",0.57221245709826,0.317351240713298
"2501",0,0.00316805378088651
"2507",0.539419878503588,0.279839457053402
"2508",0.101980332939271,0.0114987801800093
"2529",0.609893397032741,0.352840320706582
"2534",0.318085536447545,0.0940687960774522
"2537",0.474400479627198,0.237682102886971
"2543",0.840166300170515,0.548250247088492
"2544",0.294399724055458,0.0667468367329511
"2548",0.850613813113597,0.548620603253848
"2550",0.735545661690217,0.493164751032101
"2555",0.335325042814849,0.11714646996712
"2558",0.872158418947266,0.549033096763004
"2560",0.140002369569137,0.0148459291177912
"2574",0.568249235738787,0.312861466974834
"2575",0.595180073862457,0.339832147772731
"2577",0.494109646037032,0.24856833479504
"2584",0.623085527875848,0.361671212114738
"2586",0.867718018523713,0.548668737485967
"2588",0.744326904541084,0.500685377668317
"2593",0.872158418947266,0.548569078232837
"2594",0.864200414379548,0.547617499396149
"2600",0.660636149815748,0.403346355313319
"2605",0.384197955592155,0.169840429878566
"2606",0.531411328706102,0.274565954153633
"2608",0.802781194617342,0.544069995486303
"2613",0.0948675408028802,0.0122351681022934
"2615",0.866655893812627,0.547280404061878
"2621",0.196700808242571,0.0219239103071929
"2623",0.573225092535027,0.312855360430355
"2624",0.854424657644123,0.548193982557488
"2634",0.466716346648679,0.232699028029301
"2637",0.414226819874421,0.199653952666801
"2638",0.0423947772253225,0.00678562921839489
"2642",0.184796736792517,0.0193982924219041
"2646",0.156392383328358,0.0169066752341376
"2648",0.490389121579096,0.248640238380388
"2651",0.590569098846852,0.335544473079958
"2652",0.695481366743609,0.447092038925087
"2653",0.142332239711811,0.0159108005509943
"2660",0.22996134896116,0.0244725099300469
"2663",0.666745054324295,0.41123140615277
"2665",0.351908945260525,0.131192287248794
"2673",0.0538372066530601,0.00778368630781293
"2675",0.530270806162794,0.274638561109387
"2689",0.607560910768486,0.350467094816901
"2701",0.579094695984075,0.317779702571857
"2710",0.842691489538047,0.548100207464646
"2724",0.552370745134586,0.29883180963301
"2726",0.844914481055004,0.547105160910854
"2731",0.765938426506334,0.523209448852462
"2736",0.299584975079566,0.0757320410362832
"2750",0.202395446757265,0.0220973995004005
"2753",0.459736588182627,0.227052915736821
"2754",0.166043289161611,0.0178654810078492
"2767",0.491451730760318,0.248721772764415
"2771",0.592204890343437,0.331220013890167
"2775",0.150506232223465,0.0163060534027885
"2780",0.867794055790843,0.548954539068183
"2782",0.498335123650942,0.254269332508355
"2785",0.649989661932353,0.390954115279437
"2786",0.527471390876697,0.269905732353985
"2790",0.0831821791100489,0.00980917682870786
"2794",0.206978904283894,0.0223268144223547
"2808",0,0.00168171536523144
"2810",0.648211365511107,0.391123418764363
"2813",0.404513268196881,0.194878339906966
"2815",0.579879905618546,0.321875827433408
"2825",0.574022174912656,0.3175858783604
"2833",0.648675884531086,0.390861430321735
"2849",0.347149360430074,0.126545115136645
"2851",0.651578004889186,0.394908389305656
"2868",0.418505539744137,0.209839186670412
"2874",0.50190219264532,0.254340539642866
"2875",0.568090312499284,0.31257712948628
"2876",0.848772865697654,0.548094194291365
"2888",0.583967490046245,0.326655649641166
"2901",0.612536228951312,0.353186984017792
"2902",0.442021813636721,0.221088223453513
"2907",0.849691480849473,0.548874298717947
"2911",0.323187082730418,0.0983588129456993
"2912",0.872158418947266,0.547448013932584
"2917",0.797008895097335,0.542942443599867
"2923",0.833625722572257,0.547666659963421
"2929",0.34171924253933,0.126673780719428
"2930",0.819956918249669,0.545820526349017
"2932",0.7241362160219,0.478079913017771
"2942",0.223623824790629,0.0233512660569767
"2954",0.232348692312847,0.0250749170818083
"2958",0.503107745147482,0.254168570110702
"2959",0.872158418947266,0.548686158390501
"2965",0.872158418947266,0.548477134612597
"2966",0.624290967691129,0.365715494051192
"2970",0.622161948276824,0.361723886414527
"2971",0.306777916341728,0.0803362023336134
"2974",0.221557883604599,0.0231642414304509
"2975",0.394112445789145,0.179274272778299
"2977",0.494031955220969,0.249143071682119
"2979",0.52994943074054,0.279560770263407
"2981",0.872158418947266,0.547839079403549
"2982",0.590065589667051,0.331133320051898
"2992",0.665787702496382,0.411207420521702
"2997",0.696485096662283,0.447224302572642
"3002",0.494687148548554,0.24851856026348
"3021",0.580075058232742,0.32219538482642
"3024",0.846429047834776,0.548569965777012
"3028",0.872158418947266,0.549259345717414
"3029",0.547334531036202,0.294063962665175
"3030",0.720372172273934,0.474267775467431
"3036",0.386911713678968,0.165141467169421
"3046",0.240390352176113,0.0256406111381776
"3047",0.452155887702611,0.222015874076689
"3050",0.5761513482289,0.32203409590776
"3055",0.872158418947266,0.548648092687887
"3056",0.587899818004729,0.327005531281714
"3061",0.863263670141645,0.548044024146168
"3062",0.14677576493044,0.0161326359033275
"3063",0.215928982530758,0.0219621034051161
"3071",0.58548580506554,0.326621264605744
"3073",0.872158418947266,0.549171734579138
"3078",0.641237249901211,0.386675335460517
"3084",0.327544769248459,0.112463879222292
"3085",0.340468558524352,0.117222865329295
"3086",0.853237109098734,0.545917562366837
"3087",0.869726982657483,0.548945691461304
"3104",0.524613351237505,0.27001354313169
"3108",0.469058001575477,0.228145746961565
"3118",0.308937870593342,0.0800099081607879
"3119",0.478753576763232,0.243286761061659
"3125",0.769444986733873,0.526604673943361
"3131",0.38434771746508,0.17986441465074
"3132",0.735205043424609,0.493218444473469
"3137",0.30413955430127,0.0714590186913969
"3141",0.706365069711706,0.458733040570412
"3144",0.872158418947266,0.549778981053694
"3157",0.318807301887657,0.0986331119850478
"3167",0.367014320405853,0.150558417636261
"3178",0.319367396837921,0.0802828916500186
"3179",0.471760275969296,0.237783527317926
"3187",0.679139443807727,0.423602494939779
"3189",0.0638247747482284,0.00940905502393155
"3200",0.504544915952097,0.254461103323957
"3205",0.821979884358955,0.546505335416814
"3208",0.436322974232876,0.220493200567984
"3209",0.200598282529187,0.0211191585898154
"3221",0.871971369968976,0.548927327272105
"3224",0.742028386888725,0.455068704518785
"3227",0.872158418947266,0.548180694931968
"3228",0.796470872086794,0.543416183935411
"3229",0.775579183035481,0.540922209287513
"3233",0.716001516600844,0.470333629243776
"3234",0.678033785096589,0.423406624769094
"3237",0.855715786593879,0.548804362593744
"3245",0.280511537526911,0.0511889228960566
"3252",0.678620626812354,0.423506449668217
"3253",0.572545858578957,0.313053704495746
"3257",0.743011123912722,0.500804602688995
"3259",0.206198412163595,0.0220102201654022
"3265",0.477396124875345,0.243192240440195
"3266",0.544415360141186,0.284714802203507
"3271",0.694310901192318,0.443187601616493
"3280",0.711917105561917,0.459790607737964
"3282",0.773841215438786,0.533849090361737
"3289",0.698362766485247,0.447234813565358
"3291",0.233060781929806,0.0245014031200569
"3303",0.48175106444724,0.248431095237969
"3306",0.775116163619778,0.537337547563223
"3307",0.645590313496339,0.386759218514181
"3312",0.616771990646904,0.3613742374317
"3314",0.514213317199962,0.259725608823056
"3327",0.462188038336126,0.232290313700432
"3335",0.0878513724156357,0.0113481941317562
"3344",0.728588853289983,0.484717891017724
"3351",0.568874119109088,0.312762638957381
"3355",0.211225518734822,0.0228267214825945
